SUSCEPTIBLE,ASYMPTOMATIC,PRESYMPTOMATIC_MILD,PRESYMPTOMATIC_SEVERE,MILD_SYMPTOMS,SEVERE_SYMPTOMS,HOSPITALIZED,CRITICAL_ICU,DEATH,HOSPITALIZED_RECOVERING,RECOVERED,INFECTED,ACTIVE
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99995.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
99993.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
99991.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0
99989.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0
99989.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0
99988.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0
99985.0,6.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0
99980.0,7.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,20.0,15.0
99978.0,7.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,22.0,15.0
99974.0,6.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,26.0,17.0
99971.0,6.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,29.0,20.0
99968.0,6.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,32.0,22.0
99959.0,8.0,8.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,15.0,41.0,26.0
99954.0,9.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,19.0,46.0,27.0
99949.0,9.0,11.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,20.0,51.0,31.0
99938.0,11.0,14.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,23.0,62.0,39.0
99931.0,11.0,13.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,24.0,69.0,45.0
99917.0,15.0,15.0,9.0,12.0,3.0,0.0,0.0,0.0,0.0,29.0,83.0,54.0
99898.0,19.0,24.0,11.0,14.0,4.0,0.0,0.0,0.0,0.0,30.0,102.0,72.0
99886.0,22.0,26.0,10.0,17.0,3.0,1.0,0.0,0.0,0.0,35.0,114.0,79.0
99872.0,28.0,26.0,7.0,15.0,5.0,1.0,0.0,0.0,0.0,46.0,128.0,82.0
99844.0,33.0,37.0,6.0,18.0,8.0,1.0,0.0,0.0,0.0,53.0,156.0,103.0
99823.0,34.0,45.0,7.0,20.0,11.0,0.0,0.0,1.0,0.0,59.0,177.0,117.0
99792.0,36.0,51.0,12.0,32.0,10.0,0.0,0.0,1.0,0.0,66.0,208.0,141.0
99756.0,37.0,71.0,14.0,32.0,9.0,1.0,0.0,1.0,0.0,79.0,244.0,164.0
99719.0,49.0,76.0,19.0,32.0,9.0,1.0,0.0,1.0,0.0,94.0,281.0,186.0
99679.0,49.0,81.0,20.0,42.0,10.0,1.0,0.0,1.0,0.0,117.0,321.0,203.0
99623.0,61.0,100.0,22.0,50.0,13.0,0.0,1.0,1.0,0.0,129.0,377.0,247.0
99550.0,77.0,126.0,24.0,63.0,13.0,3.0,0.0,2.0,0.0,142.0,450.0,306.0
99474.0,96.0,144.0,22.0,69.0,21.0,0.0,0.0,2.0,0.0,172.0,526.0,352.0
99386.0,113.0,162.0,29.0,90.0,21.0,0.0,0.0,2.0,0.0,197.0,614.0,415.0
